delivery_id,order_id,store_id,rider_id,order_ts,pickup_ts,delivery_ts,promised_mins,actual_mins,pick_pack_mins,distance_km,is_late,is_rainy
D00057952,O00021304,S034,R156,2025-12-23 21:46:08,2025-12-23 21:49:08,2025-12-23 22:32:32,40,65.8,3,2.44,1,1
D00057953,O00021305,S034,R165,2025-12-23 09:29:30,2025-12-23 09:32:30,2025-12-23 10:11:54,40,55.4,3,3.85,1,1
D00057957,O00021306,S034,R173,2025-12-23 10:08:54,2025-12-23 10:14:54,2025-12-23 10:59:06,40,77.2,6,3.52,1,1
D00057961,O00021307,S034,R010,2025-12-23 12:58:14,2025-12-23 13:04:14,2025-12-23 13:36:32,40,53.6,6,3.13,1,Yes
D00057967,O00021309,S034,R146,2025-12-24 21:06:30,2025-12-24 21:09:30,2025-12-24 21:55:36,40,67.2,3,3.72,1,1
D00057969,O00021310,S034,R180,2025-12-24 12:36:28,2025-12-24 12:43:28,2025-12-24 13:14:28,40,55.2,7,2.54,1,1
D00057972,O00021312,S034,R057,2025-12-24 05:22:09,2025-12-24 05:26:09,2025-12-24 06:11:33,40,64.3,4,2.46,1,1
D00057974,O00021313,S034,R080,2025-12-24 12:05:30,2025-12-24 12:12:30,2025-12-24 12:49:36,40,68.8,7,4.19,1,Yes
D00057979,O00021314,S034,R018,2025-12-25 07:55:21,2025-12-25 08:02:21,2025-12-25 08:34:09,40,53.5,7,2.87,1,1
D00057981,O00021315,S034,R081,2025-12-25 02:57:32,2025-12-25 02:59:32,2025-12-25 03:38:14,40,64.2,2,3.01,1,Yes
D00057985,O00021316,S034,R199,2025-12-25 09:58:37,2025-12-25 10:03:37,2025-12-25 10:43:55,40,68.1,5,2.65,1,1
D00057989,O00021317,S034,R018,2025-12-25 20:23:03,2025-12-25 20:25:03,2025-12-25 21:25:21,40,91.2,2,3.57,1,1
D00057994,O00021318,S034,R014,2025-12-25 15:08:10,2025-12-25 15:11:10,2025-12-25 15:44:52,40,56.6,3,2.78,1,1
D00057997,O00021319,S034,R092,2025-12-25 12:49:01,2025-12-25 12:54:01,2025-12-25 13:39:37,40,80.9,5,2.37,1,1
D00058002,O00021320,S034,R081,2025-12-26 10:31:06,2025-12-26 10:34:06,2025-12-26 11:18:36,40,65.3,3,3.59,1,1
D00058007,O00021321,S034,R052,2025-12-26 15:54:25,2025-12-26 16:02:25,2025-12-26 16:41:25,40,66.1,8,3.42,1,1
D00058008,O00021322,S034,R169,2025-12-26 12:57:06,2025-12-26 13:00:06,2025-12-26 13:32:06,40,50.6,3,3.31,1,Yes
D00058012,O00021324,S034,R001,2025-12-26 14:15:11,2025-12-26 14:17:11,2025-12-26 15:10:35,40,81,2,2.64,1,Yes
D00058016,O00021325,S034,R184,2025-12-26 17:24:50,2025-12-26 17:26:50,2025-12-26 17:50:56,40,-38.3,2,2.66,0,1
D00058020,O00021326,S034,R172,2025-12-26 16:27:12,2025-12-26 16:31:12,2025-12-26 17:14:42,40,69.6,4,3.99,1,1
D00058024,O00021327,S034,R049,2025-12-26 07:53:57,2025-12-26 07:55:57,2025-12-26 08:24:51,40,47.8,2,2.8,1,Yes
D00058026,O00021328,S034,R170,2025-12-27 20:12:33,2025-12-27 20:15:33,2025-12-27 20:58:51,40,65.8,3,2.58,1,Yes
D00058027,O00021329,S034,R128,2025-12-27 04:32:04,2025-12-27 04:36:04,2025-12-27 05:19:22,40,61.6,4,4.22,1,1
D00058029,O00021330,S034,R053,2025-12-27 20:31:07,2025-12-27 20:38:07,2025-12-27 21:04:13,40,51.7,7,4.19,1,Yes
D00058037,O00021333,S034,R136,2025-12-27 19:32:09,2025-12-27 19:35:09,2025-12-27 20:14:39,40,63.7,3,4.02,1,1
D00058041,O00021334,S034,R071,2025-12-27 22:10:41,2025-12-27 22:14:41,2025-12-27 22:58:47,40,65.3,4,3.98,1,1
D00058044,O00021336,S034,R149,2025-12-28 18:48:52,2025-12-28 18:53:52,2025-12-28 19:14:16,40,25.4,5,3.82,0,No
D00058046,O00021337,S034,R101,2025-12-28 19:40:13,2025-12-28 19:45:13,2025-12-28 20:16:43,40,36.5,5,4.03,0,0
D00058048,O00021338,S034,R049,2025-12-28 09:52:29,2025-12-28 09:58:29,2025-12-28 10:22:05,40,29.6,6,2.93,0,No
D00058050,O00021339,S034,R115,2025-12-28 12:39:40,2025-12-28 12:45:40,2025-12-28 13:12:40,40,33,6,3.21,0,0
D00058055,O00021340,S034,R072,2025-12-28 10:51:56,2025-12-28 10:55:56,2025-12-28 11:13:50,40,21.9,4,3.08,0,0
D00058060,O00021342,S034,R058,2025-12-28 20:34:28,2025-12-28 20:41:28,2025-12-28 21:15:52,40,41.4,7,3.05,1,No
D00058065,O00021343,S034,R167,2025-12-28 06:25:22,2025-12-28 06:33:22,2025-12-28 06:54:04,40,28.7,8,3.16,0,0
D00058068,O00021344,S034,R063,2025-12-28 07:47:06,2025-12-28 07:51:06,2025-12-28 08:25:54,40,38.8,4,4.23,0,0
D00058070,O00021345,S034,R170,2025-12-28 15:34:57,2025-12-28 15:42:57,2025-12-28 16:09:03,40,34.1,8,3.36,0,0
D00058074,O00021346,S034,R001,2025-12-28 09:50:34,2025-12-28 09:52:34,2025-12-28 10:18:16,40,27.7,2,3.82,0,0
D00058077,O00021347,S034,R033,2025-12-28 13:38:57,2025-12-28 13:41:57,2025-12-28 14:14:09,40,35.2,3,3.04,0,0
D00058078,O00021348,S034,R011,2025-12-29 12:19:48,2025-12-29 12:21:48,2025-12-29 13:07:18,40,62.2,2,3.75,1,1
D00058083,O00021349,S034,R047,2025-12-29 13:33:34,2025-12-29 13:28:34,2025-12-29 14:16:34,40,60,5,3.54,1,1
D00058088,O00021350,S034,R083,2025-12-29 13:43:56,2025-12-29 13:47:56,2025-12-29 14:16:02,40,42.9,4,2.78,1,Yes
D00058089,O00021351,S034,R183,2025-12-29 20:35:18,2025-12-29 20:41:18,2025-12-29 21:17:42,40,66.5,6,3.57,1,1
D00058093,O00021352,S034,R151,2025-12-29 15:34:00,2025-12-29 15:37:00,2025-12-29 16:04:54,40,-42.7,3,2.42,1,1
D00058094,O00021353,S034,R147,2025-12-30 18:52:54,2025-12-30 19:00:54,2025-12-30 19:22:54,40,30,8,2.67,0,No
D00058098,O00021354,S034,R012,2025-12-30 20:11:51,2025-12-30 20:14:51,2025-12-30 20:53:09,40,41.3,3,4.21,1,No
D00058100,O00021355,S034,R035,2025-12-30 17:18:02,2025-12-30 17:24:02,2025-12-30 17:45:50,40,27.8,6,3.4,0,0
D00058101,O00021356,S034,R067,2025-12-30 19:44:36,2025-12-30 19:52:36,2025-12-30 20:25:30,40,40.9,8,3.18,1,0
D00058105,O00021357,S034,R064,2025-12-30 19:37:36,2025-12-30 19:43:36,2025-12-30 20:14:48,40,,6,2.49,0,No
D00058110,O00021359,S034,R033,2025-12-31 14:54:29,2025-12-31 14:58:29,2025-12-31 15:28:35,40,51.5,4,2.76,1,1
D00058115,O00021360,S034,R163,2025-12-31 19:18:54,2025-12-31 19:23:54,2025-12-31 19:59:36,40,60.9,5,3.88,1,1
D00058116,O00021361,S034,R050,2025-12-31 09:06:10,2025-12-31 09:11:10,2025-12-31 09:46:22,40,60.9,5,3.37,1,Yes
D00058118,O00021362,S034,R158,2025-12-31 18:05:32,2025-12-31 18:08:32,2025-12-31 18:54:02,40,-70.8,3,3.74,1,1
D00058119,O00021363,S034,R180,2026-01-01 06:59:37,2026-01-01 07:02:37,2026-01-01 07:37:37,40,57.7,3,2.99,1,1
D00058121,O00021364,S034,R016,2026-01-01 19:10:07,2026-01-01 19:16:07,2026-01-01 20:06:43,40,82.3,6,2.82,1,1
D00058122,O00021365,S034,R155,2026-01-01 08:47:56,2026-01-01 08:53:56,2026-01-01 09:23:32,40,50.3,6,3.41,1,1
D00058123,O00021366,S034,R065,2026-01-01 12:40:28,2026-01-01 12:48:28,2026-01-01 13:08:04,40,43,8,3.98,1,1
D00058125,O00021367,S034,R120,2026-01-01 12:27:19,2026-01-01 12:34:19,2026-01-01 13:17:31,40,72.2,7,3.44,1,1
D00058130,O00021368,S034,R092,2026-01-01 19:50:28,2026-01-01 19:53:28,2026-01-01 20:41:52,40,75.6,3,2.86,1,1
D00058133,O00021369,S034,R046,2026-01-01 17:16:13,2026-01-01 17:18:13,2026-01-01 17:44:49,40,41.2,2,3.71,1,1
D00058136,O00021370,S034,R125,2026-01-01 22:16:16,2026-01-01 22:11:16,2026-01-01 23:00:52,40,68.4,3,3.9,1,1
D00058138,O00021371,S034,R114,2026-01-01 19:53:50,2026-01-01 20:00:50,2026-01-01 20:52:26,40,85.7,7,3.02,1,Yes
D00058139,O00021372,S034,R145,2026-01-02 04:53:44,2026-01-02 04:58:44,2026-01-02 05:38:38,40,64.7,5,3.18,1,1
D00058141,O00021373,S034,R199,2026-01-02 09:41:13,2026-01-02 09:44:13,2026-01-02 10:12:37,40,43.2,3,3.95,1,Yes
D00058144,O00021374,S034,R183,2026-01-02 10:43:48,2026-01-02 10:45:48,2026-01-02 11:28:54,40,71,2,3.17,1,1
D00058148,O00021375,S034,R027,2026-01-02 15:53:20,2026-01-02 16:01:20,2026-01-02 16:45:56,40,82,8,3.98,1,1
D00058151,O00021376,S034,R093,2026-01-02 10:06:42,2026-01-02 10:08:42,2026-01-02 10:45:24,40,55.3,2,2.95,1,Yes
D00058154,O00021377,S034,R184,2026-01-02 11:06:27,2026-01-02 11:14:27,2026-01-02 11:55:51,40,74,8,3.97,1,1
D00058158,O00021378,S034,R153,2026-01-03 12:21:56,2026-01-03 12:24:56,2026-01-03 13:02:50,40,59.4,3,3.73,1,1
D00058161,O00021379,S034,R041,2026-01-03 20:09:11,2026-01-03 20:17:11,2026-01-03 21:04:59,40,75.5,8,3.37,1,1
D00058162,O00021380,S034,R188,2026-01-03 21:01:41,2026-01-03 21:08:41,2026-01-03 21:49:05,40,67,7,2.61,1,1
D00058165,O00021381,S034,R151,2026-01-03 21:36:23,2026-01-03 21:39:23,2026-01-03 22:06:23,40,46.7,3,4.12,1,1
D00058168,O00021382,S034,R063,2026-01-03 20:40:31,2026-01-03 20:47:31,2026-01-03 21:36:01,40,85.4,7,2.93,1,1
D00058174,O00021384,S034,R165,2026-01-03 19:26:39,2026-01-03 19:32:39,2026-01-03 20:09:27,40,57,6,3.28,1,1
D00058175,O00021385,S034,R093,2026-01-03 09:20:50,2026-01-03 09:23:50,2026-01-03 10:04:50,40,58.2,3,3.9,1,1
D00058180,O00021386,S034,R124,2026-01-03 22:15:24,2026-01-03 22:23:24,2026-01-03 23:09:48,40,84.6,8,3.23,1,1
D00058183,O00021387,S034,R164,2026-01-03 11:20:14,2026-01-03 11:28:14,2026-01-03 12:08:32,40,75.8,8,3.38,1,1
D00058184,O00021388,S034,R109,2026-01-03 09:43:50,2026-01-03 09:45:50,2026-01-03 10:35:02,40,71.1,2,3.51,1,1
D00058186,O00021389,S034,R115,2026-01-04 09:14:05,2026-01-04 09:18:05,2026-01-04 10:02:17,40,67.7,4,3.33,1,1
D00058188,O00021390,S034,R023,2026-01-04 14:11:13,2026-01-04 14:14:13,2026-01-04 15:00:07,40,68.5,3,3.99,1,1
D00058191,O00021391,S034,R075,2026-01-04 15:51:33,2026-01-04 15:54:33,2026-01-04 16:36:27,40,60.1,3,3.5,1,Yes
D00058194,O00021392,S034,R155,2026-01-04 19:00:06,2026-01-04 19:03:06,2026-01-04 19:47:36,40,72.4,3,4.77,1,1
D00058197,O00021393,S034,R009,2026-01-04 08:26:17,2026-01-04 08:30:17,2026-01-04 09:07:23,40,58,4,3.95,1,Yes
D00058201,O00021394,S034,R132,2026-01-04 12:57:55,2026-01-04 13:04:55,2026-01-04 13:43:13,40,70.3,7,2.09,1,1
D00058202,O00021395,S034,R141,2026-01-04 14:27:18,2026-01-04 14:31:18,2026-01-04 15:23:00,40,87.1,4,3.74,1,1
D00058207,O00021396,S034,R136,2026-01-04 13:51:49,2026-01-04 13:59:49,2026-01-04 14:30:19,40,60.6,8,3.54,1,1
D00058210,O00021397,S034,R136,2026-01-04 11:48:59,2026-01-04 11:53:59,2026-01-04 12:28:53,40,61.7,5,4.03,1,1
D00058213,O00021400,S034,R192,2026-01-04 20:49:17,2026-01-04 20:55:17,2026-01-04 21:43:23,40,83.1,6,3.23,1,Yes
D00058214,O00021401,S034,R091,2026-01-04 15:31:00,2026-01-04 15:39:00,2026-01-04 16:14:30,40,62.4,8,3.7,1,Yes
D00058215,O00021402,S034,R199,2026-01-05 18:55:28,2026-01-05 18:58:28,2026-01-05 19:45:16,40,65.1,3,2.93,1,1
D00058218,O00021403,S034,R076,2026-01-05 08:30:11,2026-01-05 08:33:11,2026-01-05 09:14:47,40,59.5,3,2.19,1,1
D00058223,O00021404,S034,R180,2026-01-05 07:45:55,2026-01-05 07:47:55,2026-01-05 08:21:25,40,-51.8,2,3.4,1,1
D00058224,O00021405,S034,R022,2026-01-06 09:45:47,2026-01-06 09:49:47,2026-01-06 10:18:53,40,33.1,4,3.05,0,0
D00058226,O00021406,S034,R184,2026-01-06 21:36:15,2026-01-06 21:38:15,2026-01-06 22:07:09,40,30.9,2,3.58,0,0
D00058230,O00021407,S034,R153,2026-01-06 21:26:47,2026-01-06 21:33:47,2026-01-06 21:51:11,40,24.4,7,3.25,0,0
D00058233,O00021408,S034,R116,2026-01-06 19:39:24,2026-01-06 19:47:24,2026-01-06 20:11:06,40,31.7,8,3.62,0,0
D00058234,O00021409,S034,R050,2026-01-07 22:05:45,2026-01-07 22:11:45,2026-01-07 22:57:15,40,72.5,6,4.01,1,1
D00058239,O00021410,S034,R149,2026-01-07 22:04:48,2026-01-07 22:06:48,2026-01-07 22:46:12,40,64.1,2,2.67,1,1
D00058241,O00021411,S034,R060,2026-01-08 08:41:26,2026-01-08 08:48:26,2026-01-08 09:18:44,40,54.8,7,4.51,1,1
D00058246,O00021412,S034,R144,2026-01-08 20:26:31,2026-01-08 20:31:31,2026-01-08 20:52:37,40,34.7,5,4.34,0,1
D00058252,O00021414,S034,R172,2026-01-09 21:07:25,2026-01-09 21:13:25,2026-01-09 21:39:43,40,46.6,6,3.27,1,Yes
D00058258,O00021416,S034,R120,2026-01-09 09:21:07,2026-01-09 09:25:07,2026-01-09 10:00:37,40,61.1,4,3.54,1,1
D00058260,O00021417,S034,R037,2026-01-10 12:46:37,2026-01-10 12:51:37,2026-01-10 13:36:55,40,78.4,5,3.62,1,1
D00058265,O00021419,S034,R171,2026-01-10 09:17:05,2026-01-10 09:20:05,2026-01-10 10:08:59,40,70.1,3,4.37,1,1
D00058268,O00021420,S034,R021,2026-01-10 07:00:37,2026-01-10 07:04:37,2026-01-10 07:41:07,40,53.9,4,2.25,1,1
D00058271,O00021421,S034,R178,2026-01-10 23:20:47,2026-01-10 23:27:47,2026-01-10 23:55:29,40,49.1,7,2.1,1,1
D00058274,O00021422,S034,R038,2026-01-11 09:34:51,2026-01-11 09:40:51,2026-01-11 10:09:57,40,35.1,6,3.66,0,0
D00058275,O00021423,S034,R093,2026-01-11 20:35:34,2026-01-11 20:38:34,2026-01-11 21:17:10,40,41.6,3,3.56,1,No
D00058278,O00021424,S034,R102,2026-01-11 20:43:13,2026-01-11 20:51:13,2026-01-11 21:10:13,40,27,8,3.11,0,0
D00058279,O00021425,S034,R133,2026-01-11 20:06:15,2026-01-11 20:13:15,2026-01-11 20:37:09,40,30.9,7,3.35,0,0
D00058282,O00021426,S034,R179,2026-01-11 06:09:24,2026-01-11 06:14:24,2026-01-11 06:33:24,40,24,5,3.23,0,0
D00058285,O00021427,S034,R182,2026-01-11 11:18:39,2026-01-11 11:22:39,2026-01-11 11:59:15,40,40.6,4,3.37,1,0
D00058290,O00021428,S034,R189,2026-01-11 08:47:42,2026-01-11 08:55:42,2026-01-11 09:19:06,40,31.4,8,2.8,0,0
D00058293,O00021429,S034,R108,2026-01-11 07:44:20,2026-01-11 07:49:20,2026-01-11 08:15:08,40,30.8,5,3.34,0,0
D00058296,O00021430,S034,R173,2026-01-11 17:53:20,2026-01-11 17:58:20,2026-01-11 18:16:32,40,23.2,5,3.78,0,0
D00058299,O00021431,S034,R097,2026-01-11 22:36:20,2026-01-11 22:43:20,2026-01-11 23:04:26,40,28.1,7,3.78,0,No
D00058303,O00021432,S034,R146,2026-01-11 21:11:37,2026-01-11 21:14:37,2026-01-11 21:25:01,40,13.4,3,2.2,0,0
D00058309,O00021434,S034,R072,2026-01-12 20:30:35,2026-01-12 20:34:35,2026-01-12 21:21:47,40,67.6,4,3.81,1,Yes
D00058314,O00021435,S034,R139,2026-01-12 17:05:40,2026-01-12 17:09:40,2026-01-12 17:32:58,40,41.4,4,3.17,1,1
D00058315,O00021436,S034,R085,2026-01-12 20:11:06,2026-01-12 20:16:06,2026-01-12 20:36:18,40,36.1,5,2.33,0,1
D00058319,O00021437,S034,R028,2026-01-12 19:31:44,2026-01-12 19:36:44,2026-01-12 20:37:02,40,88.8,5,3.51,1,1
D00058322,O00021439,S034,R182,2026-01-13 09:27:03,2026-01-13 09:30:03,2026-01-13 10:01:09,40,34.1,3,2.63,0,0
D00058334,O00021442,S034,R007,2026-01-13 22:56:16,2026-01-13 23:03:16,2026-01-13 23:07:10,40,10.9,7,2.98,0,0
D00058340,O00021444,S034,R054,2026-01-13 08:08:04,2026-01-13 08:16:04,2026-01-13 08:25:34,40,17.5,8,4.1,0,No
D00058341,O00021445,S034,R172,2026-01-14 21:11:29,2026-01-14 21:18:29,2026-01-14 21:40:23,40,28.9,7,3.17,0,No
D00058345,O00021446,S034,R007,2026-01-14 12:57:27,2026-01-14 13:00:27,2026-01-14 13:29:51,40,32.4,3,3.85,0,0
D00058346,O00021447,S034,R088,2026-01-14 19:03:03,2026-01-14 19:07:03,2026-01-14 19:33:45,40,30.7,4,3.28,0,0
D00058355,O00021449,S034,R005,2026-01-14 21:00:33,2026-01-14 21:07:33,2026-01-14 21:28:21,40,27.8,7,3.05,0,0
D00058358,O00021450,S034,R113,2026-01-14 07:50:32,2026-01-14 07:56:32,2026-01-14 08:01:44,40,11.2,6,3.65,0,0
D00058359,O00021451,S034,R140,2026-01-14 20:00:38,2026-01-14 20:04:38,2026-01-14 20:40:14,40,39.6,4,4.13,0,0
D00058361,O00021452,S034,R108,2026-01-14 21:04:19,2026-01-14 21:09:19,2026-01-14 21:29:25,40,,5,2.94,0,0
D00058364,O00021453,S034,R198,2026-01-15 20:51:57,2026-01-15 20:56:57,2026-01-15 21:39:27,40,63.2,5,3.05,1,1
D00058366,O00021454,S034,R064,2026-01-15 08:55:22,2026-01-15 08:59:22,2026-01-15 09:31:10,40,56.5,4,3.64,1,1
D00058370,O00021455,S034,R050,2026-01-15 05:02:25,2026-01-15 05:04:25,2026-01-15 05:42:07,40,52.1,2,3.07,1,Yes
D00058375,O00021457,S034,R082,2026-01-15 15:53:03,2026-01-15 15:48:03,2026-01-15 16:27:15,40,45.5,3,2.68,1,1
D00058377,O00021458,S034,R054,2026-01-15 12:48:00,2026-01-15 12:52:00,2026-01-15 13:09:18,40,29.2,4,2.59,0,1
D00058378,O00021459,S034,R191,2026-01-16 17:05:15,2026-01-16 17:12:15,2026-01-16 17:43:51,40,51.3,7,3.03,1,Yes
D00058379,O00021460,S034,R133,2026-01-16 14:01:40,2026-01-16 14:08:40,2026-01-16 14:39:10,40,56,7,3.97,1,Yes
D00058383,O00021461,S034,R113,2026-01-16 07:35:45,2026-01-16 07:39:45,2026-01-16 08:17:03,40,56.4,4,2.57,1,1
D00058386,O00021462,S034,R021,2026-01-16 22:27:10,2026-01-16 22:30:10,2026-01-16 22:58:04,40,44.6,3,3.18,1,1
D00058387,O00021463,S034,R046,2026-01-16 21:24:54,2026-01-16 21:26:54,2026-01-16 22:22:30,40,89.7,2,3.51,1,Yes
D00058388,O00021464,S034,R198,2026-01-16 20:10:58,2026-01-16 20:16:58,2026-01-16 20:54:40,40,67.6,6,2.36,1,1
D00058391,O00021465,S034,R151,2026-01-16 07:29:55,2026-01-16 07:34:55,2026-01-16 08:25:07,40,74.2,5,2.85,1,1
D00058395,O00021467,S034,R008,2026-01-17 20:44:03,2026-01-17 20:50:03,2026-01-17 21:18:09,40,34.1,6,3.32,0,0
D00058399,O00021468,S034,R160,2026-01-17 22:02:14,2026-01-17 22:09:14,2026-01-17 22:33:44,40,31.5,7,2.82,0,0
D00058401,O00021469,S034,R125,2026-01-17 17:09:45,2026-01-17 17:13:45,2026-01-17 17:27:57,40,18.2,4,5.16,0,0
D00058403,O00021470,S034,R094,2026-01-17 09:18:33,2026-01-17 09:21:33,2026-01-17 09:44:15,40,25.7,3,3.57,0,0
D00058408,O00021471,S034,R068,2026-01-17 10:47:44,2026-01-17 10:53:44,2026-01-17 11:18:32,40,30.8,6,3.16,0,0
D00058412,O00021472,S034,R138,2026-01-17 12:32:04,2026-01-17 12:36:04,2026-01-17 13:08:04,40,36,4,2.67,0,No
D00058417,O00021473,S034,R159,2026-01-17 09:30:27,2026-01-17 09:35:27,2026-01-17 09:46:57,40,16.5,5,2.91,0,No
D00058419,O00021474,S034,R023,2026-01-17 18:12:29,2026-01-17 18:16:29,2026-01-17 18:58:17,40,45.8,4,3.84,1,0
D00058420,O00021475,S034,R045,2026-01-18 22:01:51,2026-01-18 22:07:51,2026-01-18 22:38:09,40,48.2,6,2.86,1,1
D00058425,O00021476,S034,R091,2026-01-18 07:27:27,2026-01-18 07:30:27,2026-01-18 08:10:33,40,64.6,3,3.01,1,1
D00058433,O00021478,S034,R171,2026-01-18 18:11:47,2026-01-18 18:14:47,2026-01-18 18:55:35,40,59.7,3,3.3,1,1
D00058434,O00021479,S034,R134,2026-01-19 12:29:05,2026-01-19 12:31:05,2026-01-19 13:05:53,40,56.5,2,3.93,1,Yes
D00058437,O00021481,S034,R194,2026-01-19 19:30:06,2026-01-19 19:34:06,2026-01-19 20:06:54,40,52.6,4,4.1,1,1
D00058441,O00021482,S034,R020,2026-01-20 19:42:36,2026-01-20 19:44:36,2026-01-20 20:33:36,40,68.7,2,4.14,1,1
D00058442,O00021483,S034,R011,2026-01-20 20:18:16,2026-01-20 20:22:16,2026-01-20 20:59:46,40,66.1,4,2.88,1,1
D00058447,O00021484,S034,R081,2026-01-20 19:47:35,2026-01-20 19:50:35,2026-01-20 20:31:29,40,57.8,3,3.73,1,1
D00058449,O00021485,S034,R134,2026-01-20 19:18:05,2026-01-20 19:22:05,2026-01-20 20:09:47,40,69.1,4,3.86,1,Yes
D00058453,O00021486,S034,R094,2026-01-21 08:46:31,2026-01-21 08:50:31,2026-01-21 09:19:49,40,51.4,4,3.19,1,1
D00058462,O00021488,S034,R017,2026-01-21 17:33:14,2026-01-21 17:36:14,2026-01-21 18:19:44,40,-66.8,3,3.08,1,1
D00058464,O00021489,S034,R117,2026-01-21 23:28:35,2026-01-21 23:34:35,2026-01-22 00:16:41,40,76.1,6,2.69,1,1
D00058469,O00021491,S034,R161,2026-01-22 19:50:11,2026-01-22 19:45:11,2026-01-22 20:35:35,40,60.6,7,3.24,1,1
D00058471,O00021492,S034,R178,2026-01-22 20:07:39,2026-01-22 20:12:39,2026-01-22 20:49:27,40,56.3,5,3.67,1,1
D00058475,O00021493,S034,R191,2026-01-22 22:03:13,2026-01-22 22:06:13,2026-01-22 22:41:49,40,50.2,3,3.83,1,Yes
D00058478,O00021495,S034,R028,2026-01-23 10:30:58,2026-01-23 10:32:58,2026-01-23 11:07:10,40,49.4,2,4.03,1,1
D00058484,O00021497,S034,R068,2026-01-23 12:53:03,2026-01-23 12:56:03,2026-01-23 13:40:45,40,71.4,3,2.8,1,1
D00058489,O00021498,S034,R041,2026-01-23 09:09:42,2026-01-23 09:16:42,2026-01-23 09:52:00,40,64.2,7,3.66,1,Yes
D00058490,O00021499,S034,R197,2026-01-24 04:39:43,2026-01-24 04:43:43,2026-01-24 05:13:37,40,33.9,4,3.35,0,0
D00058494,O00021500,S034,R121,2026-01-24 21:48:29,2026-01-24 21:55:29,2026-01-24 22:23:47,40,35.3,7,3.11,0,0
D00058498,O00021501,S034,R043,2026-01-24 07:04:53,2026-01-24 07:06:53,2026-01-24 07:45:05,40,40.2,2,3.52,1,0
D00058503,O00021502,S034,R114,2026-01-24 17:54:51,2026-01-24 17:57:51,2026-01-24 18:27:57,40,33.1,3,3.35,0,0
D00058504,O00021503,S034,R008,2026-01-24 20:25:58,2026-01-24 20:30:58,2026-01-24 21:07:34,40,41.6,5,3.06,1,0
D00058509,O00021504,S034,R033,2026-01-24 21:03:55,2026-01-24 21:05:55,2026-01-24 21:26:37,40,22.7,2,3.75,0,No
D00058510,O00021505,S034,R010,2026-01-24 18:13:44,2026-01-24 18:17:44,2026-01-24 19:00:14,40,46.5,4,3.02,1,0
D00058515,O00021506,S034,R106,2026-01-24 17:41:57,2026-01-24 17:44:57,2026-01-24 18:09:03,40,,3,2.8,0,No
D00058518,O00021507,S034,R065,2026-01-25 19:25:57,2026-01-25 19:32:57,2026-01-25 20:11:51,40,65.6,7,3.02,1,Yes
D00058521,O00021508,S034,R133,2026-01-25 18:08:41,2026-01-25 18:15:41,2026-01-25 18:52:47,40,60.7,7,3.26,1,Yes
D00058522,O00021509,S034,R174,2026-01-25 20:45:14,2026-01-25 20:53:14,2026-01-25 21:39:02,40,81.5,8,3.11,1,1
D00058523,O00021510,S034,R169,2026-01-25 19:05:12,2026-01-25 19:13:12,2026-01-25 19:43:00,40,51.1,8,3.2,1,1
D00058525,O00021511,S034,R074,2026-01-25 13:13:58,2026-01-25 13:21:58,2026-01-25 13:49:22,40,-54.2,8,2.76,1,1
D00058526,O00021512,S034,R161,2026-01-25 21:29:38,2026-01-25 21:37:38,2026-01-25 22:03:38,40,52.2,8,3.16,1,1
D00058527,O00021513,S034,R076,2026-01-25 19:38:15,2026-01-25 19:41:15,2026-01-25 20:37:15,40,84.5,3,4.39,1,1
D00058528,O00021514,S034,R057,2026-01-25 21:39:35,2026-01-25 21:43:35,2026-01-25 22:11:29,40,43.3,4,4.21,1,1
D00058532,O00021515,S034,R133,2026-01-25 08:11:00,2026-01-25 08:18:00,2026-01-25 08:47:24,40,54.2,7,3.74,1,1
D00058533,O00021516,S034,R126,2026-01-26 13:19:00,2026-01-26 13:21:00,2026-01-26 13:55:24,40,56.6,2,3.27,1,1
D00058536,O00021517,S034,R105,2026-01-26 14:41:11,2026-01-26 14:43:11,2026-01-26 15:19:35,40,56,2,2.78,1,Yes
D00058540,O00021518,S034,R094,2026-01-26 08:46:49,2026-01-26 08:52:49,2026-01-26 09:15:49,40,41.7,6,3.23,1,1
D00058545,O00021519,S034,R141,2026-01-26 10:51:40,2026-01-26 10:58:40,2026-01-26 11:35:46,40,70.3,7,3.34,1,Yes
D00058547,O00021520,S034,R040,2026-01-26 19:06:28,2026-01-26 19:08:28,2026-01-26 19:44:40,40,55.8,2,2.88,1,1
D00058548,O00021521,S034,R153,2026-01-27 06:44:54,2026-01-27 06:51:54,2026-01-27 07:05:54,40,21,7,3.58,0,No
D00058549,O00021522,S034,R138,2026-01-27 21:17:55,2026-01-27 21:20:55,2026-01-27 21:53:01,40,35.1,3,3.71,0,0
D00058552,O00021523,S034,R061,2026-01-27 14:55:35,2026-01-27 14:57:35,2026-01-27 15:23:23,40,27.8,2,3.69,0,0
D00058556,O00021524,S034,R133,2026-01-27 09:25:35,2026-01-27 09:30:35,2026-01-27 09:40:35,40,15,5,2.89,0,No
D00058561,O00021525,S034,R034,2026-01-27 06:01:06,2026-01-27 05:56:06,2026-01-27 06:35:00,40,-33.9,6,3.45,0,No
D00058563,O00021526,S034,R038,2026-01-27 22:58:33,2026-01-27 23:00:33,2026-01-27 23:37:57,40,39.4,2,3.22,0,0
